25542028|CHEMBL5408881|CHEMBL5344104|EC50|=|175.0|nM|6.76|CHEMBL5338823|F|PARTIAL AGONIST||
25542033|CHEMBL4518483|CHEMBL5344106|EC50|=|1614.0|nM|5.79|CHEMBL5338823|F|PARTIAL AGONIST||
25542034|CHEMBL5408881|CHEMBL5344106|EC50|=|136.0|nM|6.87|CHEMBL5338823|F|PARTIAL AGONIST||
25542035|CHEMBL410972|CHEMBL5344106|EC50|=|131.0|nM|6.88|CHEMBL5338823|F|PARTIAL AGONIST||
25592645|CHEMBL410972|CHEMBL5356070|EC50|=|0.057|nM|10.24|CHEMBL5352484|F|AGONIST||
25592646|CHEMBL4175452|CHEMBL5356070|EC50|=|2.5|nM|8.60|CHEMBL5352484|F|AGONIST||
25633176|CHEMBL5414345|CHEMBL5366264|EC50|=|1.1|nM|8.96|CHEMBL5365423|F|AGONIST||
25633187|CHEMBL5414345|CHEMBL5366266|EC50|=|35.0|nM|7.46|CHEMBL5365423|B|AGONIST||
25940269|CHEMBL410972|CHEMBL5534277|EC50|=|0.032|nM|10.49|CHEMBL5532661|F|AGONIST||
25940291|CHEMBL4084119|CHEMBL5534277|EC50|=|0.063|nM|10.20|CHEMBL5532661|F|AGONIST||
25940311|CHEMBL2108724|CHEMBL5534277|EC50|=|0.052|nM|10.28|CHEMBL5532661|F|AGONIST||
25997865|CHEMBL4518483|CHEMBL5552312|EC50|=|0.058|nM|10.24|CHEMBL5550163|F|AGONIST||
25997872|CHEMBL4128276|CHEMBL5552312|EC50|=|0.028|nM|10.55|CHEMBL5550163|F|AGONIST||
25997882|CHEMBL5567541|CHEMBL5552312|EC50|=|0.065|nM|10.19|CHEMBL5550163|F|AGONIST||
25997887|CHEMBL5569278|CHEMBL5552312|EC50|=|0.1|nM|10.00|CHEMBL5550163|F|AGONIST||
25997891|CHEMBL5566555|CHEMBL5552312|EC50|=|0.11|nM|9.96|CHEMBL5550163|F|AGONIST||
25997922|CHEMBL4128276|CHEMBL5552314|EC50|=|119.0|nM|6.92|CHEMBL5550163|F|AGONIST||
25997923|CHEMBL4518483|CHEMBL5552314|EC50|=|132.0|nM|6.88|CHEMBL5550163|F|AGONIST||
25997924|CHEMBL5567541|CHEMBL5552314|EC50|=|936.0|nM|6.03|CHEMBL5550163|F|AGONIST||
25997925|CHEMBL5569278|CHEMBL5552314|EC50|=|566.0|nM|6.25|CHEMBL5550163|F|AGONIST||
25997926|CHEMBL5566555|CHEMBL5552314|EC50|=|364.0|nM|6.44|CHEMBL5550163|F|AGONIST||
25997932|CHEMBL4128276|CHEMBL5552316|EC50|=|85.0|nM|7.07|CHEMBL5550163|F|AGONIST||
25997933|CHEMBL4518483|CHEMBL5552316|EC50|=|194.0|nM|6.71|CHEMBL5550163|F|AGONIST||
25997934|CHEMBL5567541|CHEMBL5552316|EC50|=|581.0|nM|6.24|CHEMBL5550163|F|AGONIST||
25997935|CHEMBL5569278|CHEMBL5552316|EC50|=|322.0|nM|6.49|CHEMBL5550163|F|AGONIST||
25997936|CHEMBL5566555|CHEMBL5552316|EC50|=|349.0|nM|6.46|CHEMBL5550163|F|AGONIST||
26030327|CHEMBL4518483|CHEMBL5582336|EC50|=|0.12|nM|9.92|CHEMBL5579877|F|AGONIST||
27353468|CHEMBL5823232|CHEMBL5732842|EC50|=|81.0|nM|7.09|CHEMBL5726519|B|||
27353471|CHEMBL5823232|CHEMBL5732843|EC50|=|910.0|nM|6.04|CHEMBL5726519|B|||
27353474|CHEMBL5865374|CHEMBL5732842|EC50|=|16.0|nM|7.80|CHEMBL5726519|B|||
27353477|CHEMBL5865374|CHEMBL5732843|EC50|=|320.0|nM|6.50|CHEMBL5726519|B|||
27353480|CHEMBL6054120|CHEMBL5732842|EC50|=|4.3|nM|8.37|CHEMBL5726519|B|||
27353483|CHEMBL6054120|CHEMBL5732843|EC50|=|92.0|nM|7.04|CHEMBL5726519|B|||
27353486|CHEMBL5920038|CHEMBL5732842|EC50|=|21.0|nM|7.68|CHEMBL5726519|B|||
