22772071|CHEMBL4753375|CHEMBL4704628|EC50|=|1.4|nM|8.85|CHEMBL4699602|F|AGONIST||
22772072|CHEMBL4753845|CHEMBL4704628|EC50|=|1.5|nM|8.82|CHEMBL4699602|F|AGONIST||
22772073|CHEMBL4782675|CHEMBL4704628|EC50|=|2.8|nM|8.55|CHEMBL4699602|F|AGONIST||
22772074|CHEMBL4776467|CHEMBL4704628|EC50|=|3.8|nM|8.42|CHEMBL4699602|F|AGONIST||
22772075|CHEMBL4759085|CHEMBL4704628|EC50|=|5.9|nM|8.23|CHEMBL4699602|F|AGONIST||
22772076|CHEMBL4744762|CHEMBL4704628|EC50|=|8.6|nM|8.07|CHEMBL4699602|F|AGONIST||
22772077|CHEMBL4761898|CHEMBL4704628|EC50|=|6.5|nM|8.19|CHEMBL4699602|F|AGONIST||
22772078|CHEMBL4745070|CHEMBL4704628|EC50|=|6.9|nM|8.16|CHEMBL4699602|F|AGONIST||
22772079|CHEMBL4794273|CHEMBL4704628|EC50|=|14.5|nM|7.84|CHEMBL4699602|F|AGONIST||
22772080|CHEMBL4759784|CHEMBL4704628|EC50|=|18.2|nM|7.74|CHEMBL4699602|F|AGONIST||
22772081|CHEMBL4796243|CHEMBL4704628|EC50|=|2.7|nM|8.57|CHEMBL4699602|F|AGONIST||
22772082|CHEMBL4741547|CHEMBL4704628|EC50|=|16.5|nM|7.78|CHEMBL4699602|F|AGONIST||
22772083|CHEMBL4795525|CHEMBL4704628|EC50|=|12.7|nM|7.90|CHEMBL4699602|F|AGONIST||
22772084|CHEMBL4764287|CHEMBL4704628|EC50|=|2.7|nM|8.57|CHEMBL4699602|F|AGONIST||
22772085|CHEMBL439305|CHEMBL4704628|EC50|=|1.4|nM|8.85|CHEMBL4699602|F|AGONIST||
22772086|CHEMBL4752331|CHEMBL4704628|EC50|=|13.5|nM|7.87|CHEMBL4699602|F|AGONIST||
22810112|CHEMBL414357|CHEMBL4713464|EC50|=|0.016|nM|10.80|CHEMBL4706662|F|AGONIST||
23221840|CHEMBL2108724|CHEMBL4824781|EC50|=|0.0187|nM|10.73|CHEMBL4823284|F|ACTIVATOR||
24662630|CHEMBL5183336|CHEMBL5097251|EC50|=|270.0|nM|6.57|CHEMBL5096166|F|POSITIVE ALLOSTERIC MODULATOR||
24662662|CHEMBL5183336|CHEMBL5097277|EC50|=|0.085|nM|10.07|CHEMBL5096166|F|AGONIST||
24662663|CHEMBL5183336|CHEMBL5097278|EC50|=|1800.0|nM|5.75|CHEMBL5096166|F|PARTIAL AGONIST||
24662668|CHEMBL5183336|CHEMBL5097282|EC50|=|7.0|nM|8.15|CHEMBL5096166|F|AGONIST||
24662672|CHEMBL5183336|CHEMBL5097286|EC50|=|12.0|nM|7.92|CHEMBL5096166|F|AGONIST||
24662674|CHEMBL5183336|CHEMBL5097288|EC50|=|7.0|nM|8.15|CHEMBL5096166|F|POSITIVE ALLOSTERIC MODULATOR||
24783670|CHEMBL5314341|CHEMBL5130248|EC50|=|0.057|nM|10.24|CHEMBL5126614|F|AGONIST||
24784024|CHEMBL5182066|CHEMBL5130383|EC50|=|0.01995|nM|10.70|CHEMBL5126621|F|AGONIST||
24784025|CHEMBL5188157|CHEMBL5130383|EC50|=|0.05012|nM|10.30|CHEMBL5126621|F|AGONIST||
24784026|CHEMBL5175695|CHEMBL5130383|EC50|=|0.03162|nM|10.50|CHEMBL5126621|F|AGONIST||
24784027|CHEMBL5189596|CHEMBL5130383|EC50|=|0.03981|nM|10.40|CHEMBL5126621|F|AGONIST||
24784032|CHEMBL5175378|CHEMBL5130383|EC50|=|1.0|nM|9.00|CHEMBL5126621|F|AGONIST||
24784034|CHEMBL5196784|CHEMBL5130383|EC50|=|0.02512|nM|10.60|CHEMBL5126621|F|AGONIST||
24784044|CHEMBL5179993|CHEMBL5130383|EC50|=|0.631|nM|9.20|CHEMBL5126621|F|AGONIST||
24784045|CHEMBL410972|CHEMBL5130384|EC50|=|794.33|nM|6.10|CHEMBL5126621|F|AGONIST||
24784046|CHEMBL5182066|CHEMBL5130384|EC50|=|1258.93|nM|5.90|CHEMBL5126621|F|AGONIST||
24784047|CHEMBL5188157|CHEMBL5130384|EC50|=|1584.89|nM|5.80|CHEMBL5126621|F|AGONIST||
24784048|CHEMBL5175695|CHEMBL5130384|EC50|=|794.33|nM|6.10|CHEMBL5126621|F|AGONIST||
24784049|CHEMBL5189596|CHEMBL5130384|EC50|=|794.33|nM|6.10|CHEMBL5126621|F|AGONIST||
