27354230|CHEMBL5868674|CHEMBL5732843|EC50|=|3.4|nM|8.47|CHEMBL5726519|B|||
27354233|CHEMBL5918760|CHEMBL5732842|EC50|=|0.59|nM|9.23|CHEMBL5726519|B|||
27354236|CHEMBL5918760|CHEMBL5732843|EC50|=|6.8|nM|8.17|CHEMBL5726519|B|||
27354242|CHEMBL5819830|CHEMBL5732842|EC50|=|2.0|nM|8.70|CHEMBL5726519|B|||
27354245|CHEMBL5819830|CHEMBL5732843|EC50|=|20.0|nM|7.70|CHEMBL5726519|B|||
27354248|CHEMBL6045501|CHEMBL5732842|EC50|=|5.0|nM|8.30|CHEMBL5726519|B|||
27354251|CHEMBL6045501|CHEMBL5732843|EC50|=|72.0|nM|7.14|CHEMBL5726519|B|||
27354254|CHEMBL5900283|CHEMBL5732842|EC50|=|190.0|nM|6.72|CHEMBL5726519|B|||
27354257|CHEMBL5900283|CHEMBL5732843|EC50|=|5800.0|nM|5.24|CHEMBL5726519|B|||
27354260|CHEMBL5851313|CHEMBL5732842|EC50|=|3.4|nM|8.47|CHEMBL5726519|B|||
27354263|CHEMBL5851313|CHEMBL5732843|EC50|=|53.0|nM|7.28|CHEMBL5726519|B|||
27354266|CHEMBL5840270|CHEMBL5732842|EC50|=|8.6|nM|8.07|CHEMBL5726519|B|||
27354269|CHEMBL5840270|CHEMBL5732843|EC50|=|88.0|nM|7.06|CHEMBL5726519|B|||
27354272|CHEMBL5965243|CHEMBL5732842|EC50|=|0.9|nM|9.05|CHEMBL5726519|B|||
27354275|CHEMBL5965243|CHEMBL5732843|EC50|=|9.7|nM|8.01|CHEMBL5726519|B|||
27354278|CHEMBL5904776|CHEMBL5732842|EC50|=|0.95|nM|9.02|CHEMBL5726519|B|||
27354281|CHEMBL5904776|CHEMBL5732843|EC50|=|13.0|nM|7.89|CHEMBL5726519|B|||
27354284|CHEMBL6036792|CHEMBL5732842|EC50|=|2.9|nM|8.54|CHEMBL5726519|B|||
27354287|CHEMBL6036792|CHEMBL5732843|EC50|=|51.0|nM|7.29|CHEMBL5726519|B|||
