27354746|CHEMBL6022158|CHEMBL5732842|EC50|=|3.3|nM|8.48|CHEMBL5726519|B|||
27354749|CHEMBL6022158|CHEMBL5732843|EC50|=|54.0|nM|7.27|CHEMBL5726519|B|||
27354752|CHEMBL6022158|CHEMBL5732842|EC50|=|12.0|nM|7.92|CHEMBL5726519|B|||
27354755|CHEMBL6022158|CHEMBL5732843|EC50|=|270.0|nM|6.57|CHEMBL5726519|B|||
27354758|CHEMBL6054182|CHEMBL5732842|EC50|=|7.0|nM|8.15|CHEMBL5726519|B|||
27354761|CHEMBL6054182|CHEMBL5732843|EC50|=|140.0|nM|6.85|CHEMBL5726519|B|||
27354764|CHEMBL6054182|CHEMBL5732842|EC50|=|1.4|nM|8.85|CHEMBL5726519|B|||
27354767|CHEMBL6054182|CHEMBL5732843|EC50|=|20.0|nM|7.70|CHEMBL5726519|B|||
27798968|CHEMBL5785513|CHEMBL5734588|EC50|=|2700.0|nM|5.57|CHEMBL5727406|B|||
27798971|CHEMBL5785513|CHEMBL5734589|EC50|=|4600.0|nM|5.34|CHEMBL5727406|B|||
27798980|CHEMBL5954483|CHEMBL5734588|EC50|=|5700.0|nM|5.24|CHEMBL5727406|B|||
27798983|CHEMBL5954483|CHEMBL5734589|EC50|=|11000.0|nM|4.96|CHEMBL5727406|B|||
27798986|CHEMBL5976677|CHEMBL5734588|EC50|=|2400.0|nM|5.62|CHEMBL5727406|B|||
27798989|CHEMBL5976677|CHEMBL5734589|EC50|=|2900.0|nM|5.54|CHEMBL5727406|B|||
27798992|CHEMBL6015675|CHEMBL5734588|EC50|=|4200.0|nM|5.38|CHEMBL5727406|B|||
27798995|CHEMBL6015675|CHEMBL5734589|EC50|=|5900.0|nM|5.23|CHEMBL5727406|B|||
27798998|CHEMBL5952331|CHEMBL5734588|EC50|=|4400.0|nM|5.36|CHEMBL5727406|B|||
27799001|CHEMBL5952331|CHEMBL5734589|EC50|=|6100.0|nM|5.21|CHEMBL5727406|B|||
27799010|CHEMBL6032812|CHEMBL5734588|EC50|=|3600.0|nM|5.44|CHEMBL5727406|B|||
27799013|CHEMBL6032812|CHEMBL5734589|EC50|=|3600.0|nM|5.44|CHEMBL5727406|B|||
27799022|CHEMBL5749944|CHEMBL5734588|EC50|=|1300.0|nM|5.89|CHEMBL5727406|B|||
27799025|CHEMBL5749944|CHEMBL5734589|EC50|=|1500.0|nM|5.82|CHEMBL5727406|B|||
27799034|CHEMBL5889740|CHEMBL5734588|EC50|=|2200.0|nM|5.66|CHEMBL5727406|B|||
27799037|CHEMBL5889740|CHEMBL5734589|EC50|=|3600.0|nM|5.44|CHEMBL5727406|B|||
28194959|CHEMBL4446782|CHEMBL5736145|EC50|=|1.2|nM|8.92|CHEMBL5728134|B|||
29092165|CHEMBL585195|CHEMBL6083340|EC50|=|3.71|nM|8.43|CHEMBL6083179|F|AGONIST||
29092166|CHEMBL585195|CHEMBL6083341|EC50|=|0.44|nM|9.36|CHEMBL6083179|F|AGONIST||
29092168|CHEMBL585195|CHEMBL6083343|EC50|=|7.4|nM|8.13|CHEMBL6083179|F|AGONIST||
