27354158|CHEMBL5796878|CHEMBL5732843|EC50|=|11.0|nM|7.96|CHEMBL5726519|B|||
27354161|CHEMBL6065173|CHEMBL5732842|EC50|=|1.2|nM|8.92|CHEMBL5726519|B|||
27354164|CHEMBL6065173|CHEMBL5732843|EC50|=|24.0|nM|7.62|CHEMBL5726519|B|||
27354167|CHEMBL5783999|CHEMBL5732842|EC50|=|0.5|nM|9.30|CHEMBL5726519|B|||
27354170|CHEMBL5783999|CHEMBL5732843|EC50|=|16.0|nM|7.80|CHEMBL5726519|B|||
27354173|CHEMBL5831385|CHEMBL5732842|EC50|=|9.4|nM|8.03|CHEMBL5726519|B|||
27354176|CHEMBL5831385|CHEMBL5732843|EC50|=|160.0|nM|6.80|CHEMBL5726519|B|||
27354179|CHEMBL5928703|CHEMBL5732842|EC50|=|0.52|nM|9.28|CHEMBL5726519|B|||
27354182|CHEMBL5928703|CHEMBL5732843|EC50|=|8.5|nM|8.07|CHEMBL5726519|B|||
27354185|CHEMBL6043008|CHEMBL5732842|EC50|=|4.7|nM|8.33|CHEMBL5726519|B|||
27354188|CHEMBL6043008|CHEMBL5732843|EC50|=|84.0|nM|7.08|CHEMBL5726519|B|||
27354191|CHEMBL5877802|CHEMBL5732842|EC50|=|31.0|nM|7.51|CHEMBL5726519|B|||
27354194|CHEMBL5877802|CHEMBL5732843|EC50|=|460.0|nM|6.34|CHEMBL5726519|B|||
27354197|CHEMBL5748465|CHEMBL5732842|EC50|=|1.5|nM|8.82|CHEMBL5726519|B|||
27354200|CHEMBL5748465|CHEMBL5732843|EC50|=|35.0|nM|7.46|CHEMBL5726519|B|||
27354203|CHEMBL5872416|CHEMBL5732842|EC50|=|2.9|nM|8.54|CHEMBL5726519|B|||
27354206|CHEMBL5872416|CHEMBL5732843|EC50|=|28.0|nM|7.55|CHEMBL5726519|B|||
27354209|CHEMBL6011987|CHEMBL5732842|EC50|=|0.58|nM|9.24|CHEMBL5726519|B|||
27354212|CHEMBL6011987|CHEMBL5732843|EC50|=|11.0|nM|7.96|CHEMBL5726519|B|||
27354215|CHEMBL5992865|CHEMBL5732842|EC50|=|2.0|nM|8.70|CHEMBL5726519|B|||
27354218|CHEMBL5992865|CHEMBL5732843|EC50|=|32.0|nM|7.50|CHEMBL5726519|B|||
27354221|CHEMBL5740959|CHEMBL5732842|EC50|=|1.6|nM|8.80|CHEMBL5726519|B|||
27354224|CHEMBL5740959|CHEMBL5732843|EC50|=|35.0|nM|7.46|CHEMBL5726519|B|||
27354227|CHEMBL5868674|CHEMBL5732842|EC50|=|0.39|nM|9.41|CHEMBL5726519|B|||
