CHEMBL5168497|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at FAP-tagged human GLP-1R expressed in HEK293 cells assessed as receptor internalization
CHEMBL5168498|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in candidate selection CHO cells assessed as cAMP accumulation incubated for 30 mins by plate reader method
CHEMBL5168501|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in PathHunter CHO-K1 GLP1R beta-arrestin-2 cell assessed as induction of beta-arrestin 2 recruitment incubated for 90 mins in presence of BETP by PathHunter assay
CHEMBL5168503|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in PathHunter CHO-K1 GLP1R beta-arrestin-2 cells assessed as induction of beta-arrestin 2 recruitment incubated for 90 mins in absence of BETP by PathHunter assay
CHEMBL5168510|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in PathHunter CHO-K1 GLP1R beta-arrestin-1 cell assessed as induction of beta-arrestin 1 recruitment incubated for 90 mins by pathHunter assay
CHEMBL5168512|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in PathHunter CHO-K1 GLP1R beta-arrestin-2 cell assessed as induction of beta-arrestin 2 recruitment incubated for 90 mins by pathHunter assay
CHEMBL5344082|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at N-terminal HA-tagged human GLP-1R expressed in HEK293 cells assessed as effect on intracellular cAMP accumulation incubated for 30 mins by LANCA ultra cAMP assay
CHEMBL5344102|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at N-terminal HA-tagged human GLP-1R expressed in HEK293 cells assessed as change in intracellular calcium level by Fluo-4 AM dye based calcium mobilization assay
CHEMBL5344104|CHEMBL1784|F|BAO_0000219|cell-based format|Partial agonist activity at N-terminal HA-tagged human GLP-1R expressed in HEK293 cells co-expressing Smbit-beta-arrestin 1/2 and GLP-1R-LgBit assessed as beta-arrestin-1 recruitment measured after 5 mins by bioluminescence based NanoBiT assay
CHEMBL5344106|CHEMBL1784|F|BAO_0000219|cell-based format|Partial agonist activity at N-terminal HA-tagged human GLP-1R expressed in HEK293 cells co-expressing Smbit-beta-arrestin 1/2 and GLP-1R-LgBit assessed as beta-arrestin-2 recruitment measured after 5 mins by bioluminescence based NanoBiT assay
CHEMBL5356070|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in HEK293 cells assessed as cAMP accumulation incubated for 30 mins by HTRF method
CHEMBL5366264|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1 receptor (unknown origin) expressed in CHO cells by cAMP assay
CHEMBL5366266|CHEMBL1784|B|BAO_0000249|cell membrane format|Displacement of [125I]-GLP1 from GLP-1 receptor (unknown origin) expressed in CHO cells membrane pre-incubated for 10 mins followed by [125I]-GLP1 addition and measured after 180 mins by microbeta scintillation counting method
CHEMBL5534277|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1 receptor expressed in HEK293 cells assessed as cAMP level measured after 60 mins by HTRF based assay
CHEMBL5552312|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity human GLP-1R stably expressed in HEK293 cells assessed as reduction in intracellular cAMP level incubated for 30 mins by multiplate reader analysis
CHEMBL5552314|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) transfected in HEK293 cells assessed as beta-arrestin1 recruitment incubated for 5 mins by Envision multiplate reader analysis
