CHEMBL5736145|CHEMBL1784|B|BAO_0000019|assay format|cAMP Assay: hGLP1R-HEK293 was seeded in 96 well plates at 2.0×104 cells per well and cultured over night. The medium for culturing the cells was changed to 50 μL of Medium A (DMEM, 20 mM HEPES, 0.05% BSA, 0.5 mM 3-isobutyl-1-methylxanthine) the next day, and the cells were incubated at 37° C. for 30 min. Then, 50 μL of Medium B (DMEM, 20 mM HEPES, 0.05% BSA, 0.5 mM 3-isobutyl-1-methylxanthine) containing GLP-1 or the compound was added, and the cells were incubated at 37° C. for an additional 30 min. Then, 100 μL of Assay lysis buffer (Applied Bioscience) was added, and the cells were incubated at 37° C. for 30 min. The cAMP concentration was quantified using cAMP HiRange kit (Cisbio Bioassays).<Calculation of EC50>By setting the cAMP concentration when the human GLP-1 (7-37) was put into action at a concentration of 1 nM to 100%, the cAMP concentration of each well was converted to a reaction rate (%). By using a 4 parameter logistic regression analysis by XLfit (ver 5.4.0.8), dose-response curves of the each Example Compound were created, and the half maximal (50%) effective concentrations (EC50) were calculated.
CHEMBL6083340|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in CHO cells assessed as increase in cAMP production incubated for 60 mins by HTRF assay
CHEMBL6083341|CHEMBL1784|F|BAO_0000019|assay format|Agonist activity at GLP-1R (unknown origin)
CHEMBL6083343|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1 receptor expressed in HEK293 cells assessed as cAMP level measured after 60 mins by HTRF assay
CHEMBL6083344|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1 receptor expressed in CHO-K1 cells assessed as cAMP induction by FRET assay
CHEMBL6083347|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1 receptor (unknown origin) expressed in HEK293 cells
CHEMBL6112171|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in HEK293 cells co-expressing CRE-Luc assessed as increase in intracellular cAMP accumulation in presence of 10% FBS by luciferase based assay
CHEMBL6112172|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in HEK293 cells co-expressing CRE-Luc assessed as increase in intracellular cAMP accumulation by luciferase based assay
CHEMBL6112173|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1R (unknown origin) expressed in HEK293 cells co-expressing CRE-Luc assessed as increase in intracellular cAMP accumulation in presence of 2% HSA by luciferase based assay
CHEMBL6113405|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at N-terminal hemagglutinin-tagged human GLP-1R expressed in CHO cells co-transfected with pcDNA3.0 assessed as increase in intracellular cAMP accumulation incubated for 30 mins by microplate reader analysis
CHEMBL6113416|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in HEK293 cells assessed as beta-arrestin2 recruitment incubated for 5 mins by bioluminescence based Envision multiplate reader analysis
CHEMBL6113417|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in HEK293 cells assessed as beta-arrestin1 recruitment incubated for 5 mins by bioluminescence based Envision multiplate reader analysis
CHEMBL6118765|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1 receptor (unknown origin) overexpressed in CHO-K1 cells assessed as cAMP production incubated for 30 mins by HitHunter cAMP assay
CHEMBL6118766|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at GLP-1 receptor (unknown origin) overexpressed in CHO-K1 cells assessed as cAMP production incubated for 30 mins in presence of HSA by HitHunter cAMP assay
CHEMBL6140092|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in HEK293 cells coexpressing CRE LUC incubated for 5 hrs by luciferase based microplate reader analysis
CHEMBL6140110|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in HEK293 cells by cAMP accumulation assay
CHEMBL6140116|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP-1R expressed in HEK293 cells assessed as beta-arrestin recruitment
CHEMBL677178|CHEMBL1784|B|BAO_0000219|cell-based format|Potency measured using recombinant human GLP-1 receptor expressed in Baby Hamster Kidney (BHK)cells
CHEMBL828878|CHEMBL1784|B|BAO_0000219|cell-based format|Effective concentration against human GLP1 receptor expressed in CHO cells with 1%DMSO
CHEMBL829998|CHEMBL1784|B|BAO_0000219|cell-based format|Effective concentration against human GLP1 receptor expressed in CHO cells
CHEMBL923944|CHEMBL1784|F|BAO_0000019|assay format|Agonist activity at human GLP1 assessed as stimulation of cAMP
CHEMBL937690|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP1R expressed in CHO cells assessed as stimulation of cAMP production
CHEMBL940048|CHEMBL1784|F|BAO_0000219|cell-based format|Agonist activity at human GLP1 receptor expressed in BHK cells assessed as cAMP accumulation
